unit_id,building_id,status,usage_code,usage_label
1588,781,complete,1,سكني
1589,781,complete,1,سكني
1590,781,complete,1,سكني
1591,781,complete,6,استخدامات اخرى
1592,781,complete,1,سكني
1593,781,not-used,NULL,غير محدد
1594,787,complete,1,سكني
1595,787,complete,1,سكني
1596,787,not-used,NULL,غير محدد
1597,787,not-used,NULL,غير محدد
1598,788,complete,1,سكني
1599,788,complete,1,سكني
1602,1964,complete,9,تعليمي
1603,1964,complete,1,سكني
1604,1965,complete,1,سكني
1605,1965,complete,1,سكني
1608,985,complete,1,سكني
1609,1193,complete,1,سكني
1610,1193,complete,1,سكني
1611,1193,not-used,NULL,غير محدد
1612,1193,complete,1,سكني
1613,1193,complete,1,سكني
1614,1193,complete,1,سكني
1615,1193,not-used,NULL,غير محدد
1616,1193,complete,1,سكني
1617,1193,complete,1,سكني
1618,1193,not-used,NULL,غير محدد
1619,1193,complete,1,سكني
1620,1193,not-used,NULL,غير محدد
1621,1218,complete,3,تجاري
1622,1218,complete,3,تجاري
1623,1218,complete,1,سكني
1624,1218,complete,1,سكني
1625,1218,not-used,NULL,غير محدد
1626,1218,not-used,NULL,غير محدد
1627,1218,not-used,NULL,غير محدد
1628,1199,complete,10,صحي
1629,1199,complete,1,سكني
1630,1199,not-used,NULL,غير محدد
1631,1199,complete,1,سكني
1632,935,complete,6,استخدامات اخرى
1633,858,complete,1,سكني
1634,858,complete,1,سكني
1635,858,not-used,NULL,غير محدد
1636,1633,complete,1,سكني
1637,1633,complete,1,سكني
1638,1137,not-used,NULL,غير محدد
1639,1137,not-used,NULL,غير محدد
1640,1137,not-used,NULL,غير محدد
1641,1137,complete,1,سكني
1642,1137,not-used,NULL,غير محدد
1643,1137,not-used,NULL,غير محدد
1644,1966,not-used,NULL,غير محدد
1645,1966,not-used,NULL,غير محدد
1646,634,not-used,NULL,غير محدد
1647,639,not-used,NULL,غير محدد
1648,639,not-used,NULL,غير محدد
1649,660,not-used,NULL,غير محدد
1650,658,complete,1,سكني
1651,661,not-used,NULL,غير محدد
1653,267,complete,3,تجاري
1654,1967,complete,3,تجاري
1655,1968,complete,3,تجاري
1656,1142,complete,6,استخدامات اخرى
1657,1142,complete,1,سكني
1658,1142,complete,6,استخدامات اخرى
1659,1142,complete,1,سكني
1660,1142,complete,1,سكني
1661,1169,not-used,NULL,غير محدد
1662,1169,complete,1,سكني
1663,1169,complete,1,سكني
1664,1169,complete,1,سكني
1665,1169,complete,1,سكني
1666,1681,complete,1,سكني
1667,1681,complete,6,استخدامات اخرى
1668,1681,not-used,NULL,غير محدد
1669,1681,not-used,NULL,غير محدد
1670,1179,complete,1,سكني
1671,1179,complete,6,استخدامات اخرى
1672,1179,complete,6,استخدامات اخرى
1673,1179,complete,6,استخدامات اخرى
1674,1179,not-used,NULL,غير محدد
1675,1244,complete,1,سكني
1676,1244,complete,1,سكني
1677,1244,complete,6,استخدامات اخرى
1682,1029,complete,1,سكني
1683,1029,complete,1,سكني
1684,1071,complete,3,تجاري
1685,822,complete,1,سكني
1686,822,complete,6,استخدامات اخرى
1687,822,complete,1,سكني
1688,818,complete,1,سكني
1689,818,complete,1,سكني
1690,1246,not-used,NULL,غير محدد
1691,1246,not-used,NULL,غير محدد
1692,1246,complete,1,سكني
1693,1246,complete,1,سكني
1694,1246,complete,1,سكني
1695,1246,complete,1,سكني
1696,1246,complete,1,سكني
1697,1009,not-used,NULL,غير محدد
1698,1009,complete,1,سكني
1699,1009,complete,1,سكني
1700,1009,complete,1,سكني
1701,1009,not-used,NULL,غير محدد
1702,1009,complete,1,سكني
1703,1721,complete,6,استخدامات اخرى
1704,1721,not-used,NULL,غير محدد
1705,926,complete,1,سكني
1706,926,complete,1,سكني
1707,926,complete,1,سكني
1708,926,complete,1,سكني
1709,903,complete,1,سكني
1710,903,complete,1,سكني
1711,903,not-used,NULL,غير محدد
1715,977,not-used,NULL,غير محدد
1716,977,complete,1,سكني
1717,914,complete,6,استخدامات اخرى
1718,914,complete,6,استخدامات اخرى
1719,914,complete,6,استخدامات اخرى
1720,914,complete,1,سكني
1721,1022,complete,1,سكني
1722,1022,not-used,NULL,غير محدد
1723,1007,complete,1,سكني
1724,1007,not-used,NULL,غير محدد
1725,1007,complete,1,سكني
1726,1007,complete,1,سكني
1727,1007,complete,1,سكني
1728,1038,complete,1,سكني
1729,1038,complete,3,تجاري
1730,1038,complete,3,تجاري
1731,960,complete,1,سكني
1732,960,not-used,NULL,غير محدد
1733,925,complete,1,سكني
1734,929,complete,1,سكني
1735,929,complete,1,سكني
1736,929,complete,1,سكني
1737,929,not-used,NULL,غير محدد
1738,1188,complete,10,صحي
1739,1188,complete,1,سكني
1740,1188,complete,1,سكني
1741,1188,complete,1,سكني
1742,1190,complete,10,صحي
1743,1190,complete,1,سكني
1744,2446,complete,1,سكني
1745,2446,complete,1,سكني
1746,2446,complete,1,سكني
1747,1969,complete,3,تجاري
1748,1969,complete,3,تجاري
1749,1969,complete,1,سكني
1750,1969,not-used,NULL,غير محدد
1751,1969,complete,1,سكني
1752,1971,complete,3,تجاري
1753,1971,complete,3,تجاري
1754,1971,complete,3,تجاري
1755,765,not-used,NULL,غير محدد
1756,765,complete,3,تجاري
1757,765,complete,1,سكني
1758,765,complete,1,سكني
1759,765,complete,1,سكني
1760,765,not-used,NULL,غير محدد
1761,1632,complete,1,سكني
1762,1632,complete,1,سكني
1763,768,complete,1,سكني
1764,966,complete,1,سكني
1765,966,not-used,NULL,غير محدد
1766,1629,not-used,NULL,غير محدد
1767,1629,not-used,NULL,غير محدد
1768,1629,not-used,NULL,غير محدد
1769,980,complete,1,سكني
1770,980,complete,3,تجاري
1771,982,complete,3,تجاري
1772,1631,not-used,NULL,غير محدد
1773,870,complete,4,صناعي
1774,870,complete,1,سكني
1775,1632,complete,1,سكني
1776,1632,complete,1,سكني
1777,1593,complete,1,سكني
1778,1787,complete,1,سكني
1779,1787,not-used,NULL,غير محدد
1780,1787,not-used,NULL,غير محدد
1781,1787,complete,1,سكني
1782,1025,complete,1,سكني
1783,1025,complete,1,سكني
1784,1025,not-used,NULL,غير محدد
1785,1025,not-used,NULL,غير محدد
1786,1165,complete,1,سكني
1787,1165,not-used,NULL,غير محدد
1788,1091,complete,1,سكني
1789,1091,complete,3,تجاري
1790,1091,not-used,NULL,غير محدد
1791,1091,not-used,NULL,غير محدد
1792,1091,complete,1,سكني
1793,1091,complete,1,سكني
1794,862,complete,1,سكني
1795,862,not-used,NULL,غير محدد
1796,862,not-used,NULL,غير محدد
1797,1722,complete,6,استخدامات اخرى
1798,1974,complete,3,تجاري
1799,1974,not-used,NULL,غير محدد
1800,894,complete,1,سكني
1801,894,not-used,NULL,غير محدد
1802,1975,complete,1,سكني
1803,1975,complete,1,سكني
1804,907,complete,1,سكني
1805,907,not-used,NULL,غير محدد
1806,1976,complete,1,سكني
1807,1976,not-used,NULL,غير محدد
1808,1973,complete,1,سكني
1809,938,complete,1,سكني
1810,938,complete,1,سكني
1811,880,complete,1,سكني
1812,880,complete,1,سكني
1813,880,complete,1,سكني
1814,933,complete,1,سكني
1815,1001,complete,1,سكني
1816,1001,complete,1,سكني
1817,1977,complete,6,استخدامات اخرى
1818,1977,complete,1,سكني
1819,1977,complete,1,سكني
1820,1230,complete,6,استخدامات اخرى
1821,1230,complete,3,تجاري
1822,1230,complete,6,استخدامات اخرى
1823,1230,complete,1,سكني
1824,727,complete,4,صناعي
1825,727,complete,6,استخدامات اخرى
1826,727,complete,4,صناعي
1827,727,complete,1,سكني
1828,727,complete,6,استخدامات اخرى
1829,1972,complete,3,تجاري
1830,1972,complete,3,تجاري
1831,1972,complete,3,تجاري
1832,1972,complete,1,سكني
1833,1972,complete,1,سكني
1834,809,complete,1,سكني
1835,809,not-used,NULL,غير محدد
1836,809,not-used,NULL,غير محدد
1837,1729,complete,6,استخدامات اخرى
1838,1978,complete,3,تجاري
1839,1978,complete,3,تجاري
1840,1978,not-used,NULL,غير محدد
1841,1978,not-used,NULL,غير محدد
1842,1214,complete,1,سكني
1843,1214,not-used,NULL,غير محدد
1844,1151,complete,1,سكني
1845,1151,complete,1,سكني
1846,1186,complete,1,سكني
1847,812,complete,1,سكني
1848,812,complete,4,صناعي
1849,812,not-used,NULL,غير محدد
1850,812,not-used,NULL,غير محدد
1851,812,not-used,NULL,غير محدد
1852,1196,complete,1,سكني
1853,1196,complete,1,سكني
1854,1196,complete,1,سكني
1855,1196,complete,1,سكني
1856,754,complete,1,سكني
1857,754,complete,1,سكني
1858,754,complete,1,سكني
1861,784,complete,1,سكني
1862,784,not-used,NULL,غير محدد
1863,784,complete,1,سكني
1864,759,complete,1,سكني
1865,759,complete,6,استخدامات اخرى
1866,759,complete,1,سكني
1867,759,complete,1,سكني
1868,759,not-used,NULL,غير محدد
1869,1980,complete,3,تجاري
1870,1981,complete,3,تجاري
1871,1981,complete,3,تجاري
1872,360,complete,3,تجاري
1873,1158,complete,3,تجاري
1874,1158,complete,3,تجاري
1875,1158,complete,3,تجاري
1876,1158,complete,3,تجاري
1877,1158,complete,3,تجاري
1878,1158,not-used,NULL,غير محدد
1879,1158,not-used,NULL,غير محدد
1880,1630,complete,1,سكني
1881,1630,not-used,NULL,غير محدد
1882,1982,complete,3,تجاري
1883,1982,not-used,NULL,غير محدد
1884,1982,complete,3,تجاري
1885,1982,not-used,NULL,غير محدد
1886,1982,complete,3,تجاري
1887,1982,complete,3,تجاري
1888,1982,complete,3,تجاري
1889,1982,not-used,NULL,غير محدد
1890,1982,not-used,NULL,غير محدد
1891,1982,complete,3,تجاري
1892,1982,complete,1,سكني
1893,993,complete,1,سكني
1894,993,not-used,NULL,غير محدد
1895,993,not-used,NULL,غير محدد
1896,993,complete,NULL,غير محدد
1897,990,complete,1,سكني
1898,990,complete,1,سكني
1899,853,complete,1,سكني
1900,853,complete,1,سكني
1901,853,complete,1,سكني
1902,853,complete,1,سكني
1903,775,not-used,NULL,غير محدد
1904,1223,complete,7,مدني
1905,1223,complete,10,صحي
1906,1223,complete,3,تجاري
1907,1223,complete,3,تجاري
1908,1223,complete,1,سكني
1909,1223,not-used,NULL,غير محدد
1910,1223,complete,1,سكني
1911,1223,not-used,NULL,غير محدد
1912,1223,complete,1,سكني
1913,1223,complete,1,سكني
1914,1223,complete,1,سكني
1915,1223,complete,1,سكني
1916,1223,complete,1,سكني
1917,1223,complete,1,سكني
1918,1223,complete,1,سكني
1919,1223,complete,1,سكني
1920,1175,complete,6,استخدامات اخرى
1921,1175,complete,1,سكني
1922,1175,complete,1,سكني
1923,1309,complete,1,سكني
1924,1309,complete,1,سكني
1925,1673,complete,6,استخدامات اخرى
1926,1309,not-used,NULL,غير محدد
1927,1670,complete,1,سكني
1928,1670,complete,1,سكني
1929,1670,not-used,NULL,غير محدد
1930,1312,complete,1,سكني
1931,1312,complete,1,سكني
1932,1672,complete,6,استخدامات اخرى
1933,1384,complete,1,سكني
1934,1671,complete,1,سكني
1935,1671,complete,6,استخدامات اخرى
1936,1338,complete,1,سكني
1937,1338,complete,6,استخدامات اخرى
1938,1338,complete,1,سكني
1939,1342,complete,1,سكني
1940,1342,complete,1,سكني
1941,1342,complete,1,سكني
1942,1769,complete,6,استخدامات اخرى
1944,1769,complete,1,سكني
1945,1769,complete,1,سكني
1946,725,complete,1,سكني
1947,725,complete,1,سكني
1948,725,not-used,NULL,غير محدد
1949,1983,complete,6,استخدامات اخرى
1950,1983,complete,6,استخدامات اخرى
1951,1241,not-used,NULL,غير محدد
1952,1309,complete,1,سكني
1953,1309,complete,1,سكني
1954,1278,complete,1,سكني
1955,1278,not-used,NULL,غير محدد
1956,1278,complete,1,سكني
1957,1278,complete,1,سكني
1958,1637,complete,1,سكني
1959,1637,complete,1,سكني
1960,1637,not-used,NULL,غير محدد
1961,859,complete,1,سكني
1962,859,complete,1,سكني
1963,859,complete,1,سكني
1964,859,complete,1,سكني
1965,983,complete,1,سكني
1966,1638,not-used,NULL,غير محدد
1967,1640,not-used,NULL,غير محدد
1968,938,not-used,NULL,غير محدد
1969,1185,complete,1,سكني
1970,1185,complete,1,سكني
1971,1185,not-used,NULL,غير محدد
1972,1185,complete,1,سكني
1973,1185,complete,1,سكني
1974,1090,complete,10,صحي
1975,1090,complete,3,تجاري
1976,1090,complete,3,تجاري
1977,1090,complete,1,سكني
1978,1090,not-used,NULL,غير محدد
1979,1090,complete,1,سكني
1980,1176,complete,3,تجاري
1981,1176,complete,1,سكني
1982,1176,complete,1,سكني
1983,1316,complete,1,سكني
1984,1316,complete,1,سكني
1985,967,complete,1,سكني
1986,967,complete,1,سكني
1987,967,not-used,NULL,غير محدد
1988,1198,complete,6,استخدامات اخرى
1989,1198,complete,1,سكني
1990,1198,complete,6,استخدامات اخرى
1991,899,complete,1,سكني
1992,899,complete,1,سكني
1993,899,not-used,NULL,غير محدد
1994,899,not-used,NULL,غير محدد
1995,957,complete,1,سكني
1996,957,complete,1,سكني
1997,838,complete,1,سكني
1998,838,complete,1,سكني
1999,838,complete,1,سكني
2000,838,complete,1,سكني
2001,1325,complete,6,استخدامات اخرى
2002,1325,complete,1,سكني
2003,1325,complete,1,سكني
2004,820,complete,1,سكني
2005,820,complete,1,سكني
2006,820,complete,1,سكني
2007,820,complete,1,سكني
2012,1988,complete,6,استخدامات اخرى
2013,1988,complete,3,تجاري
2014,1988,complete,6,استخدامات اخرى
2015,1204,not-used,NULL,غير محدد
2016,1204,complete,3,تجاري
2017,1204,complete,6,استخدامات اخرى
2018,1204,complete,1,سكني
2019,1204,not-used,NULL,غير محدد
2020,1204,not-used,NULL,غير محدد
2021,1204,not-used,NULL,غير محدد
2022,1676,complete,3,تجاري
2023,1676,complete,1,سكني
2024,1676,complete,3,تجاري
2025,1676,complete,10,صحي
2026,1676,complete,1,سكني
2027,1676,not-used,NULL,غير محدد
2028,1676,not-used,NULL,غير محدد
2029,865,complete,1,سكني
2030,865,complete,1,سكني
2031,865,complete,1,سكني
2032,793,complete,3,تجاري
2033,793,complete,1,سكني
2034,793,complete,1,سكني
2035,645,complete,1,سكني
2036,645,complete,1,سكني
2037,1989,complete,3,تجاري
2038,1989,complete,6,استخدامات اخرى
2039,1989,complete,1,سكني
2040,1989,complete,1,سكني
2041,1989,complete,1,سكني
2042,835,complete,6,استخدامات اخرى
2043,835,complete,6,استخدامات اخرى
2044,835,complete,1,سكني
2045,1573,complete,6,استخدامات اخرى
2046,835,complete,1,سكني
2047,835,complete,1,سكني
2048,789,not-used,NULL,غير محدد
2049,789,not-used,NULL,غير محدد
2050,789,complete,3,تجاري
2051,789,complete,6,استخدامات اخرى
2052,789,complete,3,تجاري
2053,789,not-used,NULL,غير محدد
2054,791,complete,1,سكني
2055,837,not-used,NULL,غير محدد
2056,1318,complete,1,سكني
2057,1318,complete,6,استخدامات اخرى
2058,1318,complete,10,صحي
2059,1318,complete,3,تجاري
2060,1318,complete,3,تجاري
2061,1318,complete,1,سكني
2062,936,complete,1,سكني
2063,936,complete,1,سكني
2064,936,not-used,NULL,غير محدد
2065,936,complete,1,سكني
2066,936,complete,1,سكني
2067,741,complete,10,صحي
2068,741,complete,10,صحي
2069,888,complete,1,سكني
2070,888,complete,1,سكني
2071,888,not-used,NULL,غير محدد
2072,888,not-used,NULL,غير محدد
2073,904,complete,1,سكني
2074,904,complete,1,سكني
2075,904,complete,1,سكني
2076,1991,complete,6,استخدامات اخرى
2077,1728,complete,3,تجاري
2078,1052,complete,3,تجاري
2079,1052,complete,3,تجاري
2080,1052,complete,1,سكني
2081,1052,not-used,NULL,غير محدد
2083,1333,complete,1,سكني
2084,1333,complete,1,سكني
2085,1333,complete,1,سكني
2086,1206,complete,1,سكني
2087,1206,complete,6,استخدامات اخرى
2088,1063,complete,1,سكني
2089,1063,not-used,NULL,غير محدد
2090,1063,complete,1,سكني
2091,1063,complete,1,سكني
2092,1063,not-used,NULL,غير محدد
2093,1319,complete,6,استخدامات اخرى
2094,1319,complete,1,سكني
2095,1319,complete,6,استخدامات اخرى
2096,1319,complete,1,سكني
2097,1319,complete,1,سكني
2098,1319,complete,1,سكني
2099,1319,complete,1,سكني
2100,1329,complete,1,سكني
2101,1329,complete,6,استخدامات اخرى
2102,1329,complete,1,سكني
2103,1329,complete,1,سكني
2104,1329,not-used,NULL,غير محدد
2105,1108,complete,1,سكني
2106,1108,complete,6,استخدامات اخرى
2107,1235,complete,1,سكني
2108,1235,complete,1,سكني
2109,1581,not-used,NULL,غير محدد
2110,1167,complete,1,سكني
2111,1205,not-used,NULL,غير محدد
2112,1205,complete,1,سكني
2113,1582,not-used,NULL,غير محدد
2114,1992,not-used,NULL,غير محدد
2115,1993,complete,1,سكني
2116,1579,complete,6,استخدامات اخرى
2117,1579,complete,1,سكني
2118,1994,not-used,NULL,غير محدد
2119,1994,not-used,NULL,غير محدد
2120,1994,not-used,NULL,غير محدد
2121,752,not-used,NULL,غير محدد
2122,1995,complete,6,استخدامات اخرى
2123,1995,complete,1,سكني
2124,1995,complete,1,سكني
2125,1995,not-used,NULL,غير محدد
2126,1995,not-used,NULL,غير محدد
2127,1995,not-used,NULL,غير محدد
2128,1995,not-used,NULL,غير محدد
2129,1995,not-used,NULL,غير محدد
2130,1995,not-used,NULL,غير محدد
2131,1577,complete,6,استخدامات اخرى
2132,1577,complete,1,سكني
2133,1577,complete,6,استخدامات اخرى
2134,1578,not-used,NULL,غير محدد
2135,1578,complete,1,سكني
2136,1243,complete,1,سكني
2137,1243,not-used,NULL,غير محدد
2138,1243,not-used,NULL,غير محدد
2139,1583,complete,3,تجاري
2140,1583,not-used,NULL,غير محدد
2141,1237,complete,1,سكني
2142,1237,complete,1,سكني
2143,1237,complete,1,سكني
2144,1296,complete,6,استخدامات اخرى
2145,1543,not-used,NULL,غير محدد
2146,1543,complete,1,سكني
2151,1719,complete,5,سياحي
2154,1366,complete,1,سكني
2155,1366,complete,1,سكني
2156,1366,complete,1,سكني
2157,1366,not-used,NULL,غير محدد
2158,1109,complete,1,سكني
2159,1109,complete,1,سكني
2160,1109,complete,1,سكني
2161,1109,complete,1,سكني
2162,1071,complete,3,تجاري
2163,1071,complete,3,تجاري
2164,1071,complete,1,سكني
2165,1071,not-used,NULL,غير محدد
2166,1857,not-used,NULL,غير محدد
2167,1857,not-used,NULL,غير محدد
2168,1857,not-used,NULL,غير محدد
2169,2046,not-used,NULL,غير محدد
2170,1639,not-used,NULL,غير محدد
2171,1748,complete,1,سكني
2172,1748,complete,1,سكني
2173,1375,complete,6,استخدامات اخرى
2174,1375,complete,6,استخدامات اخرى
2175,1375,not-used,NULL,غير محدد
2176,1375,complete,1,سكني
2177,1375,complete,1,سكني
2178,1683,complete,6,استخدامات اخرى
2179,1245,complete,1,سكني
2180,1245,complete,3,تجاري
2181,1245,complete,1,سكني
2182,1293,complete,1,سكني
2183,1684,not-used,NULL,غير محدد
2184,1773,complete,1,سكني
2185,1773,not-used,NULL,غير محدد
2186,1773,not-used,NULL,غير محدد
2187,1773,not-used,NULL,غير محدد
2188,1774,complete,NULL,غير محدد
2189,1774,complete,1,سكني
2190,1774,complete,1,سكني
2191,1374,complete,1,سكني
2192,1374,complete,1,سكني
2193,1374,complete,1,سكني
2194,1374,complete,1,سكني
2195,1374,complete,1,سكني
2196,1374,complete,1,سكني
2197,1679,not-used,NULL,غير محدد
2198,1357,complete,1,سكني
2199,1357,not-used,NULL,غير محدد
2200,1357,complete,6,استخدامات اخرى
2201,1170,complete,1,سكني
2202,1170,complete,1,سكني
2203,1170,complete,1,سكني
2204,1813,not-used,NULL,غير محدد
2205,1813,not-used,NULL,غير محدد
2206,1352,not-used,NULL,غير محدد
2207,1352,not-used,NULL,غير محدد
2208,1352,not-used,NULL,غير محدد
2209,1352,not-used,NULL,غير محدد
2210,1352,complete,1,سكني
2211,1680,complete,1,سكني
2212,1679,complete,1,سكني
2214,1679,complete,3,تجاري
2216,1032,complete,1,سكني
2217,1032,complete,1,سكني
2218,1032,complete,1,سكني
2219,1042,complete,1,سكني
2220,1042,complete,1,سكني
2221,1042,not-used,NULL,غير محدد
2222,1172,not-used,NULL,غير محدد
2223,1172,complete,1,سكني
2224,1172,not-used,NULL,غير محدد
2225,1172,complete,1,سكني
2226,1172,complete,1,سكني
2227,1685,complete,1,سكني
2228,1708,not-used,NULL,غير محدد
2230,1707,complete,1,سكني
2231,1290,not-used,NULL,غير محدد
2232,2047,complete,3,تجاري
2233,2047,not-used,NULL,غير محدد
2234,1358,complete,3,تجاري
2235,1358,complete,1,سكني
2236,1113,not-used,NULL,غير محدد
2237,1113,complete,1,سكني
2238,1113,complete,1,سكني
2239,1113,complete,3,تجاري
2240,1113,complete,3,تجاري
2241,1215,not-used,NULL,غير محدد
2242,1811,complete,6,استخدامات اخرى
2243,1677,not-used,NULL,غير محدد
2244,1677,not-used,NULL,غير محدد
2245,1677,not-used,NULL,غير محدد
2246,1277,complete,3,تجاري
2247,1097,complete,1,سكني
2248,1097,complete,1,سكني
2249,1336,not-used,NULL,غير محدد
2250,1657,complete,1,سكني
2251,1657,complete,1,سكني
2252,1657,not-used,NULL,غير محدد
2253,1657,not-used,NULL,غير محدد
2254,1657,complete,3,تجاري
2255,1657,complete,1,سكني
2256,1173,complete,1,سكني
2257,1141,not-used,NULL,غير محدد
2258,1141,not-used,NULL,غير محدد
2259,1141,not-used,NULL,غير محدد
2260,1141,not-used,NULL,غير محدد
2261,1141,complete,1,سكني
2262,1141,complete,1,سكني
2263,2048,complete,3,تجاري
2264,1168,complete,1,سكني
2265,1168,not-used,NULL,غير محدد
2266,1168,complete,1,سكني
2267,1287,complete,1,سكني
2268,1287,not-used,NULL,غير محدد
2269,1287,complete,1,سكني
2270,1808,complete,6,استخدامات اخرى
2271,1355,complete,6,استخدامات اخرى
2273,1694,complete,1,سكني
2274,1694,not-used,NULL,غير محدد
2275,1101,not-used,NULL,غير محدد
2276,1101,not-used,NULL,غير محدد
2277,1354,complete,1,سكني
2278,1354,complete,1,سكني
2279,1354,not-used,NULL,غير محدد
2280,1035,complete,1,سكني
2281,1035,not-used,NULL,غير محدد
2282,1695,not-used,NULL,غير محدد
2283,1369,complete,1,سكني
2284,1369,complete,1,سكني
2287,1701,complete,1,سكني
2288,1701,complete,1,سكني
2289,2049,not-used,NULL,غير محدد
2290,2051,complete,6,استخدامات اخرى
2291,2052,not-used,NULL,غير محدد
2292,2052,not-used,NULL,غير محدد
2293,2052,not-used,NULL,غير محدد
2294,2052,not-used,NULL,غير محدد
2295,1704,not-used,NULL,غير محدد
2296,1703,not-used,NULL,غير محدد
2297,287,complete,1,سكني
2298,1031,complete,6,استخدامات اخرى
2299,1031,complete,1,سكني
2302,1652,complete,1,سكني
2303,1652,complete,1,سكني
2304,238,complete,1,سكني
2305,238,complete,1,سكني
2306,1331,complete,3,تجاري
2307,1331,complete,6,استخدامات اخرى
2308,1331,complete,1,سكني
2309,1157,not-used,NULL,غير محدد
2310,1157,not-used,NULL,غير محدد
2311,1157,complete,1,سكني
2312,1827,not-used,NULL,غير محدد
2313,1111,not-used,NULL,غير محدد
2314,1356,not-used,NULL,غير محدد
2315,1356,complete,1,سكني
2316,1700,complete,3,تجاري
2317,1699,complete,3,تجاري
2318,1041,complete,3,تجاري
2319,1687,not-used,NULL,غير محدد
2320,1148,complete,6,استخدامات اخرى
2321,1148,complete,6,استخدامات اخرى
2322,1148,complete,1,سكني
2323,1148,complete,1,سكني
2324,1148,complete,1,سكني
2325,2053,complete,6,استخدامات اخرى
2326,1294,complete,6,استخدامات اخرى
2327,1288,complete,6,استخدامات اخرى
2328,1686,complete,6,استخدامات اخرى
2329,1282,complete,6,استخدامات اخرى
2330,2054,complete,6,استخدامات اخرى
2331,2054,complete,6,استخدامات اخرى
2332,1217,complete,1,سكني
2333,1217,complete,1,سكني
2334,1217,complete,1,سكني
2335,1217,complete,1,سكني
2336,1217,not-used,NULL,غير محدد
2337,1706,not-used,NULL,غير محدد
2338,1706,not-used,NULL,غير محدد
2339,2055,not-used,NULL,غير محدد
2340,2055,not-used,NULL,غير محدد
2341,2055,not-used,NULL,غير محدد
2342,2055,not-used,NULL,غير محدد
2343,2055,not-used,NULL,غير محدد
2344,2055,not-used,NULL,غير محدد
2345,294,complete,6,استخدامات اخرى
2346,1705,complete,1,سكني
2347,1341,complete,1,سكني
2348,1341,complete,1,سكني
2349,1341,complete,1,سكني
2350,1341,complete,1,سكني
2351,1341,not-used,NULL,غير محدد
2352,1341,complete,1,سكني
2353,1341,complete,1,سكني
2354,1340,not-used,NULL,غير محدد
2355,1340,complete,1,سكني
2356,1340,complete,1,سكني
2357,1668,not-used,NULL,غير محدد
2358,1668,not-used,NULL,غير محدد
2359,1668,not-used,NULL,غير محدد
2360,1668,not-used,NULL,غير محدد
2361,1668,not-used,NULL,غير محدد
2362,1668,complete,1,سكني
2363,1668,not-used,NULL,غير محدد
2364,1668,not-used,NULL,غير محدد
2365,1668,complete,1,سكني
2366,1668,not-used,NULL,غير محدد
2367,1668,not-used,NULL,غير محدد
2368,1668,not-used,NULL,غير محدد
2369,2108,complete,1,سكني
2370,2108,complete,1,سكني
2371,2108,complete,1,سكني
2378,1771,complete,6,استخدامات اخرى
2379,1771,not-used,NULL,غير محدد
2380,1771,complete,1,سكني
2381,2121,complete,1,سكني
2382,2121,complete,6,استخدامات اخرى
2383,2121,complete,1,سكني
2384,2121,complete,1,سكني
2385,1178,complete,1,سكني
2386,1178,complete,3,تجاري
2387,1178,complete,1,سكني
2388,1178,not-used,NULL,غير محدد
2389,1334,complete,1,سكني
2390,1334,not-used,NULL,غير محدد
2391,1334,not-used,NULL,غير محدد
2392,1334,not-used,NULL,غير محدد
2393,1334,complete,1,سكني
2394,2103,complete,1,سكني
2395,2105,not-used,NULL,غير محدد
2396,2104,not-used,NULL,غير محدد
2397,2104,not-used,NULL,غير محدد
2398,2104,not-used,NULL,غير محدد
2399,2107,complete,1,سكني
2400,726,complete,1,سكني
2401,2106,not-used,NULL,غير محدد
2402,2106,not-used,NULL,غير محدد
2403,1665,complete,1,سكني
2406,2157,complete,3,تجاري
2407,2157,complete,1,سكني
2408,2157,complete,1,سكني
2409,2157,complete,1,سكني
2410,2157,complete,1,سكني
2411,2157,complete,1,سكني
2412,2125,complete,6,استخدامات اخرى
2413,1365,complete,1,سكني
2414,1365,complete,1,سكني
2415,1365,complete,1,سكني
2416,1365,not-used,1,سكني
2417,1365,complete,1,سكني
2418,1303,complete,1,سكني
2419,1303,complete,1,سكني
2420,1303,complete,1,سكني
2421,1303,complete,1,سكني
2422,1208,complete,1,سكني
2423,1208,complete,1,سكني
2424,1208,complete,1,سكني
2425,2124,complete,6,استخدامات اخرى
2426,2110,complete,6,استخدامات اخرى
2427,2109,not-used,1,سكني
2428,2109,complete,1,سكني
2429,2171,complete,1,سكني
2430,1062,complete,1,سكني
2431,1062,complete,1,سكني
2432,1236,complete,6,استخدامات اخرى
2433,1236,complete,1,سكني
2434,1236,not-used,NULL,غير محدد
2435,1066,complete,1,سكني
2436,1066,complete,1,سكني
2437,1066,complete,1,سكني
2438,1066,complete,1,سكني
2439,1066,complete,1,سكني
2440,1066,complete,1,سكني
2441,1066,complete,1,سكني
2442,1302,complete,1,سكني
2443,1302,complete,1,سكني
2444,1302,not-used,NULL,غير محدد
2446,1302,complete,1,سكني
2447,1302,complete,1,سكني
2448,1051,complete,1,سكني
2449,1051,complete,1,سكني
2450,1298,complete,1,سكني
2452,1326,complete,1,سكني
2453,1180,complete,1,سكني
2454,1180,complete,1,سكني
2455,1180,complete,1,سكني
2456,1180,complete,1,سكني
2457,2128,complete,1,سكني
2458,2128,complete,1,سكني
2459,2128,complete,1,سكني
2460,2126,complete,1,سكني
2461,2126,complete,1,سكني
